id,created_at,z_rms_velocity_in_s,z_rms_velocity_mm_s,temperature_f,temperature_c,x_rms_velocity_in_s,x_rms_velocity_mm_s,z_peak_acceleration_g,x_peak_acceleration_g,z_peak_vel_comp_freq_hz,x_peak_vel_comp_freq_hz,z_rms_acceleration_g,x_rms_acceleration_g,z_kurtosis,x_kurtosis,z_crest_factor,x_crest_factor,z_peak_velocity_in_s,z_peak_velocity_mm_s,x_peak_velocity_in_s,x_peak_velocity_mm_s,z_high_freq_rms_accel_g,x_high_freq_rms_accel_g,fault,rpm
105921,2026-05-27 23:45:28.834102+00:00,0.0647,1.645,69.86,21.03,0.1026,2.607,0.527,0.565,61.0,53.7,0.07,0.109,2.482,2.562,3.988,3.912,0.0916,2.327,0.1451,3.687,0.132,0.144,correia,500.0
105935,2026-05-27 23:45:56.835579+00:00,0.0597,1.516,69.77,20.98,0.0896,2.278,0.469,0.574,61.0,53.7,0.066,0.102,2.364,2.447,3.529,3.961,0.0844,2.144,0.1268,3.221,0.133,0.145,correia,500.0
105943,2026-05-27 23:46:12.836422+00:00,0.0636,1.617,70.0,21.11,0.1004,2.552,0.479,0.568,61.0,53.7,0.071,0.107,2.507,2.468,3.618,3.929,0.09,2.287,0.1421,3.609,0.132,0.144,correia,500.0
105979,2026-05-27 23:47:24.840989+00:00,0.0639,1.625,70.0,21.11,0.0946,2.403,0.419,0.497,9.7,53.7,0.066,0.108,2.322,2.499,3.161,3.43,0.0904,2.298,0.1338,3.399,0.132,0.144,correia,500.0
105983,2026-05-27 23:47:32.841157+00:00,0.0686,1.743,70.23,21.24,0.0995,2.529,0.445,0.483,9.7,53.7,0.068,0.109,2.378,2.401,3.366,3.389,0.097,2.465,0.1408,3.576,0.132,0.142,correia,500.0
105997,2026-05-27 23:48:00.842810+00:00,0.0661,1.68,70.33,21.29,0.1047,2.661,0.405,0.457,61.0,53.7,0.068,0.114,2.424,2.402,3.047,3.14,0.0935,2.377,0.1481,3.763,0.133,0.145,correia,500.0
106002,2026-05-27 23:48:10.843257+00:00,0.0593,1.508,70.88,21.6,0.0941,2.39,0.463,0.5,61.0,53.7,0.066,0.109,2.353,2.433,3.497,3.472,0.0839,2.132,0.1331,3.38,0.132,0.144,correia,500.0
106057,2026-05-27 23:50:00.849285+00:00,0.057,1.448,70.65,21.47,0.1142,2.9,0.473,0.494,61.0,58.5,0.071,0.12,2.477,2.578,3.556,3.354,0.0806,2.048,0.1615,4.102,0.133,0.147,correia,500.0
106191,2026-05-27 23:54:28.864054+00:00,0.0623,1.583,71.07,21.7,0.0971,2.467,0.499,0.539,61.0,53.7,0.066,0.108,2.421,2.471,3.774,3.715,0.0881,2.239,0.1373,3.489,0.132,0.145,correia,500.0
106230,2026-05-27 23:55:46.868325+00:00,0.0605,1.538,70.98,21.65,0.1015,2.579,0.434,0.586,9.7,53.7,0.066,0.116,2.404,2.643,3.318,4.035,0.0856,2.175,0.1436,3.648,0.13,0.145,correia,500.0
106236,2026-05-27 23:55:58.867580+00:00,0.0574,1.459,72.28,22.37,0.0882,2.241,0.399,0.572,61.0,61.0,0.067,0.101,2.349,2.563,3.024,4.003,0.0812,2.063,0.1247,3.169,0.131,0.143,correia,500.0
106244,2026-05-27 23:56:14.869725+00:00,0.0594,1.509,71.21,21.78,0.0932,2.368,0.461,0.562,61.0,61.0,0.073,0.107,2.469,2.487,3.496,3.901,0.084,2.135,0.1318,3.349,0.131,0.144,correia,500.0
106291,2026-05-27 23:57:48.875049+00:00,0.0612,1.556,72.05,22.25,0.1045,2.655,0.469,0.449,61.0,53.7,0.068,0.117,2.422,2.373,3.584,3.223,0.0866,2.201,0.1478,3.755,0.13,0.139,correia,500.0
106312,2026-05-27 23:58:30.877373+00:00,0.0546,1.388,70.93,21.63,0.0931,2.365,0.551,0.67,61.0,53.7,0.07,0.105,2.518,2.618,4.13,4.658,0.0773,1.963,0.1316,3.344,0.133,0.144,correia,500.0
106318,2026-05-27 23:58:42.878227+00:00,0.0602,1.531,71.26,21.81,0.0925,2.351,0.493,0.508,58.5,61.0,0.071,0.108,2.437,2.545,3.746,3.492,0.0852,2.165,0.1309,3.325,0.131,0.145,correia,500.0
106372,2026-05-28 00:00:30.884284+00:00,0.0584,1.484,71.26,21.81,0.0983,2.497,0.538,0.5,58.5,53.7,0.07,0.114,2.425,2.51,4.095,3.454,0.0826,2.099,0.139,3.531,0.131,0.144,correia,500.0
106380,2026-05-28 00:00:46.885275+00:00,0.0533,1.354,71.39,21.88,0.0987,2.508,0.559,0.593,61.0,53.7,0.067,0.107,2.353,2.54,4.284,4.155,0.0754,1.915,0.1396,3.547,0.13,0.142,correia,500.0
